Record_ID,DateKey,GeographyKey,DisasterTypeKey,Compound_Event,Disaster_Duration_Days,Disaster_Magnitude,Hazard_Severity,Number_of_Deaths,Number_of_Injuries,Number_of_People_Affected,Displacement_Count,Houses_Damaged,Infrastructure_Damage_Score,Crop_Loss_Percentage,Economic_Loss_Million
REC_2016_05_D_016,20160501,16,2,0,8,3.68,4.02,0,5,109714,29324,7011,19.0,0.0,354.7073
REC_2016_05_D_018,20160501,18,7,0,20,8.81,10.0,10,48,100920,32258,4767,60.18,0.0,169.9828
REC_2016_05_D_021,20160501,21,8,0,20,10.31,10.0,11,107,310756,57949,15075,34.11,29.41,268.3783
REC_2016_05_D_022,20160501,22,8,0,21,9.19,10.0,5,43,100583,25487,4556,39.19,54.66,1258.7472
REC_2016_05_D_025,20160501,25,7,0,18,10.96,10.0,15,50,311485,113779,25877,73.0,0.0,117.2696
REC_2016_05_D_026,20160501,26,2,0,8,3.99,4.83,1,17,234200,70578,15165,25.92,0.0,666.6109
REC_2016_05_D_028,20160501,28,3,0,2,1.54,1.79,0,4,102057,27996,6716,8.86,0.0,239.8725
REC_2016_05_D_029,20160501,29,7,0,19,8.71,10.0,3,34,164341,39336,6539,38.45,0.0,508.8067
REC_2016_05_D_030,20160501,30,7,0,17,7.79,7.87,2,28,36227,8771,1620,32.55,0.0,908.7751
REC_2016_05_D_031,20160501,31,7,1,21,12.16,10.0,4,25,90660,29420,6646,62.28,0.0,207.7507
REC_2016_05_D_033,20160501,33,7,1,16,9.92,9.05,4,26,203398,58725,11408,50.63,0.0,1235.4481
REC_2016_05_D_034,20160501,34,7,1,11,3.78,4.43,0,11,61920,16275,3346,16.28,0.0,282.5872
REC_2016_05_D_037,20160501,37,2,0,6,2.61,2.96,0,12,26715,6497,1250,15.89,0.0,169.4699
REC_2016_05_D_040,20160501,40,7,1,16,7.04,8.19,3,28,208954,47173,9441,34.1,0.0,782.3991
REC_2016_05_D_041,20160501,41,7,1,18,9.33,10.0,7,42,157803,51879,9461,49.27,0.0,1277.3095
REC_2016_05_D_042,20160501,42,8,0,17,7.63,8.5,8,49,273612,60085,14783,37.3,42.69,53.2273
REC_2016_05_D_043,20160501,43,8,0,17,6.64,7.65,0,11,32634,8041,1311,37.44,37.41,1354.4088
REC_2016_05_D_047,20160501,47,7,0,22,8.86,10.0,17,147,162224,48621,7389,58.44,0.0,88.4524
REC_2016_05_D_048,20160501,48,7,1,14,6.0,6.54,2,20,85287,21959,5808,38.87,0.0,1056.9403
REC_2016_05_D_054,20160501,54,7,0,18,10.11,8.62,5,19,183681,54714,14127,42.27,0.0,389.0606
REC_2016_05_D_055,20160501,55,7,0,18,12.56,10.0,4,25,135201,40955,6334,59.49,0.0,321.0953
REC_2016_05_D_056,20160501,56,7,0,20,10.3,10.0,6,24,141307,28860,5715,31.69,0.0,740.8724
REC_2016_05_D_061,20160501,61,7,1,18,9.03,10.0,5,33,133570,31768,4413,48.29,0.0,418.8732
REC_2016_05_D_062,20160501,62,8,1,19,11.96,10.0,37,164,340809,88051,13631,52.02,26.16,35.4581
REC_2016_05_D_063,20160501,63,7,0,19,8.0,10.0,13,122,105389,37118,8337,69.28,0.0,1241.3694
REC_2016_05_D_067,20160501,67,7,0,16,6.48,8.05,1,12,142659,44132,6772,51.71,0.0,712.6002
REC_2016_05_D_068,20160501,68,2,0,8,3.45,3.95,0,7,234536,80680,12342,19.92,0.0,271.3111
REC_2016_05_D_071,20160501,71,8,1,19,12.06,10.0,25,148,348224,86902,17772,42.99,40.69,702.6551
REC_2016_05_D_072,20160501,72,8,0,18,10.14,10.0,13,130,195592,56361,11215,51.97,44.2,868.6202
REC_2016_05_D_074,20160501,74,7,0,7,4.49,4.7,1,16,119996,36113,7923,20.21,0.0,124.366
REC_2016_05_D_076,20160501,76,7,0,9,4.12,4.38,1,11,88980,25106,3510,36.12,0.0,125.0838
REC_2016_05_D_079,20160501,79,6,0,21,10.42,10.0,16,47,126986,44724,10700,70.25,0.0,326.8812
REC_2016_05_D_081,20160501,81,8,0,19,11.17,10.0,4,48,82028,20274,5223,53.74,46.71,737.3182
REC_2016_05_D_082,20160501,82,8,0,22,10.06,10.0,22,104,208241,46379,8793,38.28,13.21,4031.4246
REC_2016_05_D_083,20160501,83,8,0,12,6.13,5.11,3,26,240885,87104,13040,44.45,18.27,123.4428
REC_2016_05_D_084,20160501,84,8,0,8,5.08,4.67,2,14,116475,43249,6511,36.93,22.89,543.2461
REC_2016_05_D_086,20160501,86,7,0,21,8.28,10.0,28,263,394895,119384,27286,49.51,0.0,1162.6783
REC_2016_05_D_087,20160501,87,7,0,21,12.4,10.0,7,51,110021,34132,6901,56.81,0.0,296.47
REC_2016_05_D_089,20160501,89,7,0,18,10.2,10.0,4,32,127215,39823,9095,58.87,0.0,1392.4542
REC_2016_05_D_091,20160501,91,7,1,19,9.8,10.0,12,60,171141,49706,12335,58.1,0.0,661.8077
REC_2016_05_D_092,20160501,92,8,0,14,7.06,7.85,1,22,168293,48172,8467,42.21,41.15,578.8443
REC_2016_05_D_093,20160501,93,8,0,15,5.72,6.64,5,54,220753,51294,11806,25.88,26.78,539.8662
REC_2016_05_D_099,20160501,99,7,0,7,4.03,3.57,0,2,75954,26580,6285,25.13,0.0,108.1911
REC_2016_06_D_007,20160601,7,2,0,7,3.4,2.85,0,14,37061,12498,2186,20.52,0.0,78.8211
REC_2016_06_D_009,20160601,9,7,0,15,8.07,8.49,2,21,72686,15412,3524,38.66,0.0,1584.7119
REC_2016_06_D_010,20160601,10,3,0,9,3.64,3.8,0,14,49536,17430,3469,33.08,0.0,801.7059
REC_2016_06_D_013,20160601,13,7,0,12,5.59,5.99,0,5,35538,8883,1643,23.69,0.0,182.62
REC_2016_06_D_014,20160601,14,7,0,22,11.41,10.0,8,46,177616,45284,9219,46.74,0.0,1034.3275
REC_2016_06_D_015,20160601,15,7,0,21,12.54,10.0,4,42,165352,50571,8608,56.91,0.0,1295.9808
REC_2016_06_D_020,20160601,20,7,0,20,8.85,10.0,5,24,53551,16230,3615,54.86,0.0,152.8984
REC_2016_06_D_021,20160601,21,7,0,22,10.49,10.0,1,17,94968,17709,2692,33.68,0.0,340.2268
REC_2016_06_D_022,20160601,22,6,0,18,11.93,10.0,4,16,72997,18497,3556,43.0,0.0,1177.91
REC_2016_06_D_026,20160601,26,7,0,19,10.95,10.0,30,254,266476,80305,12123,59.12,0.0,1111.2358
REC_2016_06_D_029,20160601,29,3,0,6,4.06,3.99,0,9,155674,37262,7141,22.83,0.0,364.0802
REC_2016_06_D_030,20160601,30,7,0,14,7.83,7.83,0,12,36052,8728,2105,36.7,0.0,202.9858
REC_2016_06_D_031,20160601,31,7,0,19,12.5,10.0,6,27,95748,31072,5623,61.32,0.0,471.8942
REC_2016_06_D_034,20160601,34,7,0,13,5.96,6.06,0,12,77988,20498,5280,19.16,0.0,512.8455
REC_2016_06_D_040,20160601,40,7,0,6,2.79,2.33,0,9,80934,18271,4819,8.87,0.0,384.2902
REC_2016_06_D_041,20160601,41,7,0,18,12.7,10.0,12,108,159844,52550,7599,66.85,0.0,333.9254
REC_2016_06_D_047,20160601,47,7,0,10,5.43,4.65,0,10,92406,27695,6436,21.6,0.0,52.9746
REC_2016_06_D_050,20160601,50,7,0,19,8.56,10.0,0,10,82209,21052,5034,47.14,0.0,757.1754
REC_2016_06_D_052,20160601,52,2,0,6,2.92,2.54,1,19,71471,23548,5078,7.91,0.0,68.4379
REC_2016_06_D_056,20160601,56,7,0,22,11.16,10.0,8,24,138172,28220,4011,30.88,0.0,443.0621
REC_2016_06_D_061,20160601,61,7,0,19,8.49,10.0,2,9,137141,32617,8688,44.24,0.0,104.2078
REC_2016_06_D_064,20160601,64,7,0,18,11.3,9.67,8,45,221252,60454,9750,52.56,0.0,423.4294
REC_2016_06_D_067,20160601,67,7,0,19,11.89,9.77,10,108,162305,50210,9330,58.81,0.0,349.3981
REC_2016_06_D_073,20160601,73,7,0,17,11.9,9.37,5,26,48267,15711,2874,61.36,0.0,213.163
REC_2016_06_D_075,20160601,75,7,0,21,11.37,10.0,0,13,51409,11024,2045,47.42,0.0,578.5052
REC_2016_06_D_076,20160601,76,7,0,18,11.65,10.0,12,43,182153,51396,7616,62.23,0.0,494.5742
REC_2016_06_D_082,20160601,82,2,0,7,4.02,3.5,0,5,83115,18511,4164,20.72,0.0,545.1494
REC_2016_06_D_086,20160601,86,7,0,2,1.84,2.09,0,1,145302,43927,6094,17.27,0.0,253.0482
REC_2016_06_D_087,20160601,87,7,0,19,12.71,10.0,8,63,110069,34147,8908,51.95,0.0,816.2135
REC_2016_06_D_089,20160601,89,7,0,22,12.71,10.0,2,24,126703,39663,6830,60.26,0.0,701.4088
REC_2016_06_D_091,20160601,91,7,0,19,12.25,10.0,11,115,170789,49603,6812,52.15,0.0,379.2404
REC_2016_07_D_002,20160701,2,2,0,7,3.84,3.6,0,11,101738,23013,3787,14.79,0.0,147.4435
REC_2016_07_D_027,20160701,27,2,0,8,2.74,3.03,0,2,24254,5818,1029,8.9,0.0,380.6352
REC_2016_07_D_028,20160701,28,3,1,8,3.32,3.77,0,5,159693,43806,11527,21.28,0.0,463.9566
REC_2016_07_D_091,20160701,91,2,0,10,5.52,4.44,1,19,243849,70823,11526,20.73,0.0,692.5235
REC_2016_08_D_006,20160801,6,2,0,6,4.83,3.98,0,14,147061,51883,13301,25.3,0.0,425.9506
REC_2016_08_D_014,20160801,14,2,0,7,3.12,3.45,0,9,129903,33120,5670,13.21,0.0,112.3145
REC_2016_08_D_015,20160801,15,6,0,21,11.13,10.0,6,64,168431,51512,7536,48.76,0.0,848.1613
REC_2016_08_D_046,20160801,46,3,0,4,2.42,1.9,0,8,83823,19782,3381,2.12,0.0,110.6417
REC_2016_08_D_049,20160801,49,3,0,6,2.66,3.31,0,12,29701,7685,1274,16.21,0.0,335.4848
REC_2016_08_D_088,20160801,88,2,0,6,1.82,2.07,0,3,90244,23106,3394,0.0,0.0,270.4692
REC_2016_09_D_033,20160901,33,2,0,5,3.65,3.22,0,12,175396,50640,7941,22.67,0.0,314.7645
REC_2016_09_D_046,20160901,46,2,0,2,1.88,1.93,0,11,83614,19732,3226,9.33,0.0,63.5332
REC_2016_10_D_001,20161001,1,8,0,20,11.29,10.0,3,34,79208,25929,6019,63.33,36.96,311.5863
REC_2016_10_D_002,20161001,2,8,1,18,10.43,10.0,7,76,242040,54749,11894,37.92,34.91,1571.8205
REC_2016_10_D_004,20161001,4,2,0,13,6.86,6.13,9,62,302818,88144,18589,36.74,0.0,604.3189
REC_2016_10_D_011,20161001,11,8,0,22,12.56,10.0,11,40,302727,72872,17780,34.14,21.53,247.2766
REC_2016_10_D_012,20161001,12,2,0,13,5.71,7.14,0,5,90322,29220,4617,36.58,0.0,184.3277
REC_2016_10_D_013,20161001,13,8,1,10,5.78,5.92,0,7,171398,42842,8122,32.98,17.26,355.1593
REC_2016_10_D_017,20161001,17,3,0,2,1.35,1.49,0,11,16109,4518,1135,2.12,0.0,36.8922
REC_2016_10_D_021,20161001,21,8,0,20,12.84,10.0,16,77,302331,56378,7544,39.71,23.24,664.9446
REC_2016_10_D_022,20161001,22,8,0,19,11.48,10.0,5,48,102350,25935,4914,43.3,50.04,478.0446
REC_2016_10_D_023,20161001,23,8,0,12,8.27,6.63,5,47,239965,75195,14239,33.81,8.46,278.138
REC_2016_10_D_031,20161001,31,8,1,21,9.17,10.0,28,131,389240,126316,20677,62.79,43.66,109.0114
REC_2016_10_D_032,20161001,32,8,0,17,9.67,8.28,1,19,91995,20411,3964,26.85,35.92,184.1008
REC_2016_10_D_033,20161001,33,8,0,10,5.32,4.63,2,17,220050,63532,9624,15.98,22.24,298.1953
REC_2016_10_D_036,20161001,36,2,0,8,3.27,3.52,0,8,155134,31510,5090,8.89,0.0,207.9024
REC_2016_10_D_041,20161001,41,2,0,7,3.67,4.03,0,3,190128,62506,14050,18.15,0.0,523.7814
REC_2016_10_D_042,20161001,42,8,0,16,9.53,7.76,5,41,246430,54116,8145,32.69,37.66,426.772
REC_2016_10_D_051,20161001,51,8,0,18,11.15,10.0,7,59,208575,47822,11339,46.23,17.53,1084.5929
REC_2016_10_D_052,20161001,52,8,1,18,10.6,10.0,17,58,199169,65622,13346,62.31,28.17,701.0789
REC_2016_10_D_053,20161001,53,8,0,15,6.71,6.36,2,17,229579,66394,9436,36.4,22.58,514.9761
REC_2016_10_D_059,20161001,59,2,0,4,2.62,2.88,0,3,36931,9984,2090,12.01,0.0,77.908
REC_2016_10_D_061,20161001,61,8,1,18,8.02,10.0,4,25,203242,48339,12761,44.42,35.44,1273.2523
REC_2016_10_D_062,20161001,62,8,0,19,9.1,10.0,43,233,339234,87644,22795,52.29,28.59,1013.6959
REC_2016_10_D_063,20161001,63,8,1,8,4.47,4.69,1,13,231726,81613,19086,30.43,28.94,391.9813
REC_2016_10_D_071,20161001,71,8,1,18,9.58,10.0,13,129,349911,87323,19609,41.11,44.74,521.636
REC_2016_10_D_072,20161001,72,8,0,22,9.89,10.0,7,60,195889,56447,8700,57.7,47.36,374.3772
REC_2016_10_D_073,20161001,73,2,0,8,3.84,3.97,0,8,201261,65514,14442,24.71,0.0,98.6563
REC_2016_10_D_078,20161001,78,2,0,8,4.46,3.9,0,14,82899,18380,3547,17.36,0.0,67.8544
REC_2016_10_D_081,20161001,81,8,0,20,10.93,10.0,2,24,80735,19954,3237,47.28,54.39,1787.9027
REC_2016_10_D_082,20161001,82,8,1,19,9.18,10.0,12,34,202433,45085,9761,37.48,28.82,1498.0343
REC_2016_10_D_091,20161001,91,8,0,18,12.35,10.0,25,155,429183,124651,27648,44.19,21.82,308.5782
REC_2016_10_D_094,20161001,94,2,0,10,7.29,5.93,0,5,147532,38865,9296,30.82,0.0,46.8607
REC_2016_11_D_001,20161101,1,8,0,18,9.75,10.0,4,45,80555,26370,5159,49.1,41.46,1150.2359
REC_2016_11_D_002,20161101,2,8,0,19,10.01,10.0,11,102,244597,55327,14675,37.16,29.55,959.9598
REC_2016_11_D_004,20161101,4,8,0,8,2.72,3.13,0,12,188826,54963,7695,11.93,4.03,122.5945
REC_2016_11_D_006,20161101,6,2,0,5,3.13,2.75,0,12,123008,43397,6896,20.68,0.0,331.0618
REC_2016_11_D_011,20161101,11,8,1,20,10.61,10.0,19,86,312729,75280,13196,50.85,26.37,210.1483
REC_2016_11_D_012,20161101,12,8,0,18,8.36,10.0,9,35,118291,38269,5465,55.48,26.13,679.1301
REC_2016_11_D_014,20161101,14,2,0,17,6.97,7.35,2,24,242274,61770,12689,38.54,0.0,230.8845
REC_2016_11_D_016,20161101,16,2,0,6,2.9,3.14,0,11,95158,25433,5453,10.14,0.0,537.3925
REC_2016_11_D_019,20161101,19,3,0,12,5.22,4.95,0,13,169201,50827,8420,25.85,0.0,107.3124
REC_2016_11_D_021,20161101,21,6,1,18,9.62,10.0,4,33,95222,17756,3389,37.84,0.0,1209.0818
REC_2016_11_D_022,20161101,22,8,0,22,9.5,10.0,3,39,101663,25761,3795,47.58,57.19,943.2761
REC_2016_11_D_026,20161101,26,2,0,4,2.72,3.07,0,1,176008,53041,13617,17.82,0.0,163.3089
REC_2016_11_D_031,20161101,31,8,1,21,8.49,10.0,25,248,383361,124408,18335,58.94,41.81,472.7964
REC_2016_11_D_032,20161101,32,8,0,20,9.03,10.0,5,53,105019,23301,4508,41.91,22.73,405.6313
REC_2016_11_D_041,20161101,41,8,0,22,10.97,10.0,22,176,366465,120479,27891,68.97,52.2,126.1682
REC_2016_11_D_043,20161101,43,8,0,21,11.69,9.37,0,6,39322,9688,2483,37.72,46.76,2306.023
REC_2016_11_D_051,20161101,51,8,0,22,10.65,10.0,8,27,213248,48893,6790,44.43,20.93,249.2837
REC_2016_11_D_052,20161101,52,2,0,12,7.8,6.71,2,14,141683,46681,9065,38.73,0.0,212.6315
REC_2016_11_D_053,20161101,53,8,0,14,7.22,8.39,9,24,289342,83677,19577,47.01,22.07,242.5339
REC_2016_11_D_061,20161101,61,8,0,21,11.55,10.0,9,67,207425,49333,8636,46.67,26.92,1628.8242
REC_2016_11_D_063,20161101,63,8,0,19,8.48,9.37,22,211,369295,130065,25879,55.96,60.44,498.4103
REC_2016_11_D_071,20161101,71,8,0,19,8.95,10.0,19,128,340501,84975,21403,45.65,50.75,3081.8801
REC_2016_11_D_072,20161101,72,8,0,19,12.11,10.0,4,23,194840,56145,11085,53.09,51.43,155.3296
REC_2016_11_D_081,20161101,81,8,1,21,10.95,10.0,4,18,80993,20018,2738,49.85,45.03,211.5301
REC_2016_11_D_082,20161101,82,8,0,20,9.22,10.0,9,36,202709,45147,6700,43.04,21.61,715.078
REC_2016_11_D_084,20161101,84,2,0,11,6.21,5.2,0,10,125892,46746,9035,44.47,0.0,61.5759
REC_2016_11_D_086,20161101,86,2,0,4,3.95,3.16,0,13,217857,65862,9212,11.41,0.0,797.2209
REC_2016_11_D_091,20161101,91,8,0,22,9.88,10.0,31,190,436938,126904,21118,53.05,18.91,526.7107
REC_2016_11_D_093,20161101,93,8,0,18,11.61,8.93,7,49,282093,65547,11530,37.7,35.17,208.7017
REC_2016_11_D_097,20161101,97,2,0,3,2.16,1.7,0,12,40898,9552,2475,0.32,0.0,321.0854
REC_2016_12_D_002,20161201,2,2,0,7,3.02,2.85,0,14,86149,19486,2820,7.67,0.0,323.1244
REC_2016_12_D_016,20161201,16,6,0,22,12.39,10.0,12,46,179024,47849,11867,50.51,0.0,269.7073
REC_2016_12_D_019,20161201,19,3,0,9,5.56,4.74,1,12,162000,48664,7132,26.47,0.0,337.8142
REC_2016_12_D_022,20161201,22,2,0,12,5.7,5.02,0,5,54996,13935,1926,16.38,0.0,830.0303
REC_2016_12_D_033,20161201,33,2,0,12,6.33,4.9,0,12,227178,65590,14270,25.6,0.0,409.2483
REC_2016_12_D_052,20161201,52,2,0,9,5.99,5.63,0,9,123375,40649,8687,31.41,0.0,236.4494
REC_2016_12_D_061,20161201,61,2,0,10,5.16,5.19,0,6,118143,28099,6447,23.36,0.0,47.4366
REC_2016_12_D_065,20161201,65,2,0,4,2.99,3.16,1,11,91976,32011,4431,25.94,0.0,219.141
REC_2016_12_D_083,20161201,83,6,0,18,11.97,10.0,42,152,275926,99774,14501,68.38,0.0,653.1279
REC_2016_12_D_091,20161201,91,2,0,10,4.73,5.58,1,18,279069,81052,18041,27.35,0.0,279.193
REC_2016_12_D_098,20161201,98,6,0,19,10.09,10.0,15,144,82836,32133,7524,78.58,0.0,487.2426
REC_2017_01_D_009,20170101,9,6,0,18,9.18,10.0,4,32,85251,18076,4582,31.13,0.0,1966.1684
REC_2017_01_D_091,20170101,91,2,0,8,5.21,4.16,0,7,236049,68558,13646,23.78,0.0,216.3041
REC_2017_01_D_092,20170101,92,2,0,7,4.07,3.78,0,1,101259,28984,5654,25.02,0.0,125.7198
REC_2017_02_D_001,20170201,1,3,0,4,2.26,1.82,0,14,28821,9434,1907,7.23,0.0,500.5865
REC_2017_02_D_016,20170201,16,2,0,7,2.9,3.35,0,4,98638,26363,5644,13.77,0.0,291.0671
REC_2017_02_D_033,20170201,33,3,0,7,4.07,3.75,1,17,191442,55273,11216,24.4,0.0,385.1526
REC_2017_02_D_048,20170201,48,6,0,19,10.0,10.0,16,149,122229,31471,5115,45.35,0.0,1330.208
REC_2017_02_D_054,20170201,54,2,0,6,3.11,3.63,1,10,237931,70874,16692,27.42,0.0,105.0043
REC_2017_02_D_058,20170201,58,2,0,10,3.54,3.6,0,3,54790,14830,2581,12.65,0.0,470.8381
REC_2017_02_D_071,20170201,71,2,0,9,4.86,5.07,3,16,189001,47167,10153,23.76,0.0,80.7233
REC_2017_02_D_092,20170201,92,2,0,11,6.38,6.09,1,11,138684,39696,9420,36.27,0.0,143.286
REC_2017_03_D_022,20170301,22,2,0,6,4.66,3.74,0,10,42035,10651,2489,17.75,0.0,591.8712
REC_2017_03_D_025,20170301,25,2,0,5,2.17,1.87,0,12,163199,59613,15034,7.13,0.0,71.9397
REC_2017_03_D_054,20170301,54,2,0,8,4.08,4.77,1,16,286363,85301,22093,26.08,0.0,152.7184
REC_2017_03_D_063,20170301,63,2,0,5,3.85,3.37,1,20,189827,66857,15375,29.11,0.0,261.1305
REC_2017_04_D_001,20170401,1,7,0,16,8.92,8.35,0,11,46426,15198,2132,51.59,0.0,548.9661
REC_2017_04_D_010,20170401,10,2,0,7,4.51,3.93,0,12,50493,17767,4658,29.35,0.0,1631.278
REC_2017_04_D_017,20170401,17,7,0,22,11.12,10.0,0,3,38365,10760,1629,57.76,0.0,714.5232
REC_2017_04_D_020,20170401,20,7,0,11,5.97,5.91,0,11,35019,10613,2094,37.39,0.0,98.3777
REC_2017_04_D_021,20170401,21,7,0,18,12.74,10.0,4,41,95592,17825,3486,31.65,0.0,201.8779
REC_2017_04_D_023,20170401,23,7,0,19,12.51,10.0,10,48,192728,60393,9233,59.74,0.0,86.4149
REC_2017_04_D_027,20170401,27,5,0,8,4.11,3.33,0,13,25793,6187,1264,13.21,7.58,844.4334
REC_2017_04_D_030,20170401,30,7,0,18,11.6,10.0,10,66,44305,10727,2228,37.86,0.0,342.2733
REC_2017_04_D_031,20170401,31,7,0,21,12.18,10.0,7,66,92947,30163,5335,62.03,0.0,91.5152
REC_2017_04_D_040,20170401,40,7,0,5,3.69,3.5,0,11,108615,24520,5361,9.33,0.0,822.332
REC_2017_04_D_041,20170401,41,7,0,22,8.69,10.0,14,78,165129,54287,7375,61.48,0.0,172.6855
REC_2017_04_D_047,20170401,47,7,0,20,12.99,10.0,22,141,165053,49469,12178,67.15,0.0,1269.542
REC_2017_04_D_048,20170401,48,7,0,22,11.33,10.0,18,155,121862,31377,7642,44.2,0.0,313.0643
REC_2017_04_D_052,20170401,52,7,0,12,8.18,6.83,0,2,24823,8178,1947,33.79,0.0,294.6381
REC_2017_04_D_053,20170401,53,7,0,19,11.68,10.0,13,116,154512,44684,6379,53.07,0.0,416.0199
REC_2017_04_D_056,20170401,56,7,0,6,3.65,3.71,0,6,60171,12289,1938,18.4,0.0,360.9805
REC_2017_04_D_063,20170401,63,7,0,21,8.94,10.0,10,57,104926,36954,8147,68.91,0.0,464.7651
REC_2017_04_D_064,20170401,64,7,0,21,9.35,10.0,15,127,228789,62514,11802,44.11,0.0,302.8913
REC_2017_04_D_068,20170401,68,7,0,22,12.67,10.0,12,100,174010,59859,14361,72.04,0.0,233.5845
REC_2017_04_D_071,20170401,71,6,0,21,10.05,10.0,12,85,215693,53828,10107,37.59,0.0,108.7079
REC_2017_04_D_078,20170401,78,7,0,19,11.21,10.0,2,25,60772,13474,2859,42.45,0.0,19.7325
REC_2017_04_D_089,20170401,89,7,0,18,8.93,10.0,9,76,129284,40471,9870,58.7,0.0,202.2491
REC_2017_04_D_091,20170401,91,7,0,3,1.97,2.42,0,7,68467,19885,5066,15.69,0.0,71.1766
REC_2017_05_D_001,20170501,1,8,1,19,11.55,10.0,4,34,79452,26009,6464,62.15,34.55,113.3659
REC_2017_05_D_002,20170501,2,2,0,15,5.09,6.22,0,9,160114,36217,8291,25.48,0.0,684.2614
REC_2017_05_D_003,20170501,3,8,0,15,9.16,7.34,2,19,246938,70624,15541,44.55,16.61,27.2568
REC_2017_05_D_009,20170501,9,7,0,19,7.72,8.97,2,7,75976,16109,2260,31.5,0.0,1538.4024
REC_2017_05_D_010,20170501,10,3,0,5,2.03,1.71,0,5,32856,11561,1730,20.06,0.0,237.7369
REC_2017_05_D_011,20170501,11,8,0,18,11.15,10.0,16,46,312858,75311,10855,42.32,19.26,231.9246
REC_2017_05_D_012,20170501,12,8,0,18,12.22,10.0,12,41,121490,39304,7081,62.06,19.68,1069.4614
REC_2017_05_D_013,20170501,13,2,0,22,8.89,9.89,17,140,256242,64050,15604,43.58,0.0,712.9294
REC_2017_05_D_017,20170501,17,5,0,5,3.04,3.66,0,12,28461,7982,1422,22.85,16.09,170.9462
REC_2017_05_D_018,20170501,18,7,0,19,12.65,10.0,7,30,97928,31301,8260,53.82,0.0,653.977
REC_2017_05_D_020,20170501,20,7,0,9,5.8,5.07,0,7,31933,9678,1927,34.65,0.0,152.4562
REC_2017_05_D_021,20170501,21,7,1,20,12.24,10.0,7,71,93916,17513,4056,29.51,0.0,988.7993
REC_2017_05_D_023,20170501,23,8,0,14,5.81,6.34,0,12,229711,71982,11752,31.35,13.76,409.9304
REC_2017_05_D_024,20170501,24,7,0,17,10.47,9.34,0,8,18548,4667,1205,44.93,0.0,221.9957
REC_2017_05_D_025,20170501,25,7,0,15,6.75,6.46,0,13,221266,80824,15541,44.88,0.0,174.5763
REC_2017_05_D_029,20170501,29,7,0,18,7.43,7.99,4,31,139169,33311,5772,35.05,0.0,369.5599
REC_2017_05_D_030,20170501,30,7,0,18,12.19,10.0,9,57,44368,10742,2229,51.7,0.0,105.0218
REC_2017_05_D_031,20170501,31,7,1,18,9.72,10.0,9,94,90985,29526,6231,56.46,0.0,191.3562
REC_2017_05_D_032,20170501,32,8,0,21,11.14,10.0,3,32,108448,24062,5416,36.06,27.76,329.6612
REC_2017_05_D_034,20170501,34,2,0,9,4.25,3.89,1,6,135656,35655,6837,17.87,0.0,90.5263
REC_2017_05_D_040,20170501,40,7,0,19,10.27,10.0,13,50,250709,56600,10590,40.83,0.0,1268.4428
REC_2017_05_D_041,20170501,41,7,1,22,8.57,10.0,13,35,158215,52014,11978,59.18,0.0,757.4633
REC_2017_05_D_042,20170501,42,2,0,12,5.8,5.04,0,9,172925,37974,7751,8.97,0.0,324.6506
REC_2017_05_D_047,20170501,47,7,0,22,11.25,10.0,22,107,166344,49856,9354,52.86,0.0,723.7201
REC_2017_05_D_048,20170501,48,7,0,22,12.59,10.0,22,215,120294,30973,4557,46.31,0.0,877.3703
REC_2017_05_D_051,20170501,51,8,0,21,12.39,10.0,8,91,211722,48543,7326,37.2,23.71,202.2528
REC_2017_05_D_052,20170501,52,8,0,18,8.05,10.0,29,153,197277,64998,11865,50.66,31.52,376.5907
REC_2017_05_D_053,20170501,53,7,0,22,11.69,10.0,7,54,151759,43888,10829,48.35,0.0,261.4917
REC_2017_05_D_056,20170501,56,7,0,13,6.67,5.64,0,11,82781,16907,3681,20.21,0.0,256.966
REC_2017_05_D_062,20170501,62,8,0,22,11.8,10.0,27,60,340494,87970,21388,50.64,29.47,972.4029
REC_2017_05_D_063,20170501,63,7,0,22,10.7,10.0,10,102,103289,36378,7900,71.84,0.0,298.176
REC_2017_05_D_064,20170501,64,7,0,19,11.08,10.0,21,199,233352,63761,10772,55.63,0.0,2575.4387
REC_2017_05_D_068,20170501,68,7,0,19,10.01,10.0,7,46,175641,60420,15366,67.0,0.0,652.73
REC_2017_05_D_070,20170501,70,7,0,15,6.83,7.82,0,2,93250,23193,3178,38.61,0.0,232.5356
REC_2017_05_D_071,20170501,71,2,0,19,11.83,9.79,19,155,338495,84474,18230,43.23,0.0,578.3132
REC_2017_05_D_072,20170501,72,2,0,7,4.84,3.84,0,11,95543,27531,5904,11.54,0.0,49.2672
REC_2017_05_D_073,20170501,73,8,0,17,8.91,7.26,8,45,317354,103305,14302,39.17,39.38,676.9047
REC_2017_05_D_074,20170501,74,7,0,9,6.32,5.56,0,2,133703,40239,6484,28.98,0.0,151.5714
REC_2017_05_D_078,20170501,78,7,0,20,9.26,10.0,3,15,60777,13475,1937,40.11,0.0,239.5325
REC_2017_05_D_081,20170501,81,8,1,22,12.01,10.0,5,25,81714,20196,3166,47.86,47.5,561.9821
REC_2017_05_D_082,20170501,82,8,0,20,9.54,9.44,5,22,196302,43720,10911,36.34,7.81,382.509
REC_2017_05_D_083,20170501,83,8,1,15,6.95,7.6,8,67,313433,113337,19746,50.71,30.69,406.8506
